09:07:20.768 -> timestamp,accel_x,accel_y,accel_z,sound_level
09:10:34.576 -> 195398,0.010254,-1.012329,-0.003418,11
09:10:34.675 -> 195498,0.009644,-1.011841,-0.002319,18
09:10:34.774 -> 195598,0.010376,-1.011475,-0.003052,9
09:10:34.873 -> 195698,0.011475,-1.011841,-0.001831,13
09:10:34.972 -> 195798,0.009888,-1.011230,-0.002930,8
09:10:35.069 -> 195898,0.010620,-1.011719,-0.001953,9
09:10:35.169 -> 195998,0.010742,-1.011719,-0.002197,7
09:10:35.268 -> 196098,0.010864,-1.012695,-0.003052,6
09:10:35.370 -> 196198,0.010742,-1.012207,-0.002808,8
09:10:35.468 -> 196298,0.010864,-1.011841,-0.002808,5
09:10:35.567 -> 196398,0.010254,-1.011719,-0.002563,8
09:10:35.666 -> 196498,0.010498,-1.012329,-0.002686,6
09:10:35.765 -> 196598,0.010864,-1.012329,-0.002563,13
09:10:35.863 -> 196698,0.008911,-1.012695,-0.001831,6
09:10:35.961 -> 196798,0.009521,-1.011841,-0.002197,4
09:10:36.059 -> 196898,0.010010,-1.011108,-0.002075,4
09:10:36.157 -> 196998,0.010132,-1.011108,-0.003052,9
09:10:36.256 -> 197098,0.010132,-1.011841,-0.003174,6
09:10:36.355 -> 197198,0.010132,-1.012695,-0.002563,6
09:10:36.486 -> 197298,0.009033,-1.011230,-0.003784,22
09:10:36.585 -> 197398,0.010132,-1.011597,-0.003662,9
09:10:36.685 -> 197498,0.009644,-1.011230,-0.002075,16
09:10:36.785 -> 197598,0.010132,-1.011963,-0.003784,22
09:10:36.884 -> 197698,0.010498,-1.011719,-0.003052,22
09:10:36.982 -> 197798,0.009155,-1.011597,-0.003052,7
09:10:37.081 -> 197898,0.013550,-1.013062,-0.003174,18
09:10:37.177 -> 197998,0.010254,-1.011841,-0.002563,10
09:10:37.276 -> 198098,0.009155,-1.011475,-0.002808,4
09:10:37.374 -> 198198,0.010864,-1.012207,-0.002686,5
09:10:37.474 -> 198298,0.020020,-1.022217,-0.010010,5
09:10:37.573 -> 198398,0.007812,-1.013184,0.002808,16
09:10:37.673 -> 198498,0.010254,-1.011963,-0.002441,6
09:10:37.772 -> 198598,0.010010,-1.011353,-0.003174,6
09:10:37.869 -> 198698,0.004639,-1.010864,0.000732,13
new --> new, new, new, new
14:15:29.612 -> 26214,0.022949,-1.014404,0.004517,4
14:15:29.677 -> 26314,0.024292,-1.012695,0.000366,11
14:15:29.811 -> 26414,0.022583,-1.012939,0.001709,8
14:15:29.909 -> 26514,0.022583,-1.013916,0.004517,2
14:15:30.008 -> 26614,0.021973,-1.013306,0.005005,2
14:15:30.110 -> 26714,0.023438,-1.012695,0.007324,14
14:15:30.205 -> 26814,0.020630,-1.013184,0.005371,9
14:15:30.304 -> 26914,0.021362,-1.013794,0.005737,6
14:15:30.403 -> 27014,0.018799,-1.014282,0.001221,6
14:15:30.503 -> 27114,0.023071,-1.013428,0.004395,20
14:15:30.602 -> 27214,0.019287,-1.013184,0.005371,26
14:15:30.701 -> 27314,0.030273,-1.017822,-0.004761,11
14:15:30.800 -> 27414,0.017578,-1.032837,0.007568,10
14:15:30.898 -> 27514,0.060547,-0.941650,-0.007935,168
14:15:30.998 -> 27614,-0.018066,-1.096191,0.003784,159
14:15:31.097 -> 27714,0.028564,-0.994995,-0.003784,146
14:15:31.197 -> 27814,0.090576,-0.884644,-0.021973,154
14:15:31.296 -> 27914,0.008423,-1.023560,0.001709,141
14:15:31.395 -> 28014,0.072021,-0.937500,-0.021362,151
14:15:31.493 -> 28114,-0.019531,-1.072510,0.019775,143
14:15:31.592 -> 28214,0.047241,-0.975586,-0.005737,150
14:15:31.692 -> 28314,0.083496,-0.891846,-0.017090,113
14:15:31.790 -> 28414,0.018555,-1.020874,0.005249,146
14:15:31.890 -> 28514,0.072021,-0.919312,-0.021362,137
14:15:31.989 -> 28614,-0.009399,-1.076050,0.013916,140
14:15:32.089 -> 28714,0.055420,-0.962769,-0.009155,122
14:15:32.188 -> 28814,0.090210,-0.891968,-0.007935,145
14:15:32.287 -> 28914,0.029907,-1.009521,0.001709,144
14:15:32.386 -> 29014,0.073730,-0.904541,-0.025635,135
14:15:32.484 -> 29114,-0.004028,-1.046021,0.009766,122
14:15:32.583 -> 29214,0.054565,-0.950073,-0.007935,143
14:15:32.682 -> 29314,0.098267,-0.903564,-0.012939,137
14:15:32.780 -> 29414,0.026978,-0.999390,0.001465,154
14:15:32.911 -> 29514,0.071167,-0.921387,-0.011353,115
14:15:33.009 -> 29614,-0.007202,-1.058594,0.004272,145
14:15:33.108 -> 29714,0.071899,-0.948853,-0.006470,136
14:15:33.208 -> 29814,0.078247,-0.918701,-0.017090,139
14:15:33.307 -> 29914,0.046875,-0.985962,-0.004395,122
14:15:33.405 -> 30014,0.072021,-0.917969,-0.018799,142
14:15:33.505 -> 30114,0.015259,-1.026855,-0.001343,130
14:15:33.603 -> 30214,0.069580,-0.957397,-0.007568,135
14:15:33.702 -> 30314,0.078491,-0.920654,-0.010864,120
14:15:33.802 -> 30414,0.043091,-0.999512,-0.005493,145
14:15:33.902 -> 30514,0.017456,-1.020508,0.011719,99
14:15:34.002 -> 30614,0.020752,-1.013062,0.001465,152
14:15:34.101 -> 30714,0.021973,-1.014404,0.005005,15
14:15:34.200 -> 30814,0.020874,-1.013062,0.006226,13
14:15:34.298 -> 30914,0.021729,-1.013550,0.005493,9
14:15:34.397 -> 31014,0.022095,-1.014282,0.006104,16
14:15:34.495 -> 31114,0.022705,-1.014038,0.004883,9
14:15:34.595 -> 31214,0.022095,-1.013916,0.005005,9
14:15:34.694 -> 31314,0.021851,-1.013550,0.004028,8
14:15:34.792 -> 31414,0.021973,-1.014038,0.005249,69
14:15:34.891 -> 31514,0.021606,-1.013550,0.005981,9
14:15:34.988 -> 31614,0.021851,-1.013916,0.004761,6
14:15:35.086 -> 31714,0.021362,-1.013794,0.005249,20
14:15:35.184 -> 31814,0.022217,-1.013672,0.004639,3
14:15:35.282 -> 31914,0.022461,-1.013794,0.004517,11
14:15:35.379 -> 32014,0.022217,-1.013916,0.004272,4
14:15:35.478 -> 32114,0.021973,-1.013794,0.005371,2
14:15:35.610 -> 32214,0.021851,-1.013794,0.005371,11
14:15:35.708 -> 32314,0.021606,-1.013550,0.004761,10
14:15:35.807 -> 32414,-0.033325,-1.022461,-0.009888,78
14:15:35.906 -> 32514,0.031372,-1.018677,-0.000854,42
14:15:36.004 -> 32614,0.023682,-1.015625,-0.006592,14
14:15:36.102 -> 32714,0.020630,-1.009644,0.013306,8
14:15:36.201 -> 32814,-0.117798,-0.935791,0.081177,4
14:15:36.300 -> 32914,-0.016968,-1.025024,-0.007690,60
14:15:36.399 -> 33014,0.044678,-0.997314,0.024536,50
14:15:36.498 -> 33114,0.034180,-1.011230,0.016602,53
14:15:36.595 -> 33214,0.013672,-1.012451,0.004028,29
14:15:36.694 -> 33314,0.006226,-1.012329,-0.050171,110
14:15:36.794 -> 33414,0.012207,-1.012207,0.015015,25
14:15:36.892 -> 33514,0.029907,-1.003174,0.052856,26
14:15:36.991 -> 33614,0.022339,-1.017700,0.009521,101
14:15:37.090 -> 33714,0.012329,-1.001099,0.012695,102
14:15:37.189 -> 33814,0.033569,-1.005859,-0.011353,98
14:15:37.288 -> 33914,0.014893,-0.987915,0.004395,163
14:15:37.385 -> 34014,0.014526,-1.046509,-0.010132,162
14:15:37.484 -> 34114,0.019409,-1.029297,0.015625,147
14:15:37.581 -> 34214,0.031372,-1.011475,-0.004272,148
14:15:37.678 -> 34314,0.032104,-1.001587,0.015503,136
14:15:37.778 -> 34414,0.036743,-1.024048,-0.026489,127
14:15:37.909 -> 34514,0.033569,-1.023315,0.008301,153
14:15:38.008 -> 34614,0.009766,-1.029053,-0.006470,144
14:15:38.108 -> 34714,0.016602,-1.008423,0.017090,175
14:15:38.207 -> 34814,0.047119,-1.007202,0.030640,157
14:15:38.305 -> 34914,0.026367,-1.017090,-0.013062,184
14:15:38.404 -> 35014,0.012573,-1.004028,-0.000977,184
14:15:38.502 -> 35114,0.013184,-1.013306,0.038208,176
14:15:38.602 -> 35214,0.017212,-1.011963,0.018921,204
14:15:38.700 -> 35314,0.015625,-1.001465,0.010132,160
14:15:38.799 -> 35414,0.022583,-1.032104,-0.006836,175
14:15:38.899 -> 35514,0.012207,-1.000977,-0.003906,150
14:15:38.996 -> 35614,0.019775,-1.025269,-0.003296,154
14:15:39.096 -> 35714,0.009888,-1.033569,-0.031372,139
14:15:39.194 -> 35814,0.039062,-1.011353,0.020874,126
14:15:39.292 -> 35914,0.029907,-1.048096,0.026123,134
14:15:39.391 -> 36014,0.021118,-1.001221,-0.013672,170
14:15:39.491 -> 36114,0.018555,-1.013306,0.004883,116
14:15:39.589 -> 36214,-0.005981,-1.035767,0.035156,167
14:15:39.688 -> 36314,0.039673,-1.016968,-0.005371,147
14:15:39.787 -> 36414,0.016235,-1.001465,-0.001831,121
14:15:39.886 -> 36514,0.052002,-0.991943,-0.002930,141
14:15:39.984 -> 36614,0.027344,-1.021362,-0.007812,181
14:15:40.082 -> 36714,0.006836,-1.025513,0.002319,129
14:15:40.180 -> 36814,0.021118,-1.031738,0.001221,132
14:15:40.279 -> 36914,-0.000488,-1.020630,-0.020508,137
14:15:40.410 -> 37014,0.009399,-1.014282,-0.010254,122
14:15:40.509 -> 37114,0.025635,-1.025146,0.005615,130
14:15:40.607 -> 37214,0.005981,-1.017212,-0.008423,135
14:15:40.706 -> 37314,0.031860,-1.034912,0.002930,142
14:15:40.806 -> 37414,0.023804,-1.017944,-0.003662,129
14:15:40.906 -> 37514,0.035645,-1.001953,-0.010010,129
14:15:41.005 -> 37614,0.035278,-1.016968,0.012817,158
14:15:41.103 -> 37714,0.021729,-0.997437,0.001587,138
14:15:41.202 -> 37814,0.016602,-1.014404,-0.012085,131
14:15:41.302 -> 37914,0.024170,-1.007324,0.000000,180
14:15:41.401 -> 38014,0.014771,-1.004761,0.009888,139
14:15:41.500 -> 38114,0.015625,-1.026978,0.027832,148
14:15:41.599 -> 38214,0.027100,-1.016357,-0.015137,131
14:15:41.698 -> 38314,0.025024,-1.025757,0.002563,130
14:15:41.797 -> 38414,-0.004395,-1.005249,-0.008179,154
14:15:41.897 -> 38514,0.019043,-1.007690,0.019897,144
14:15:41.995 -> 38614,0.015137,-1.021118,0.010132,184
14:15:42.094 -> 38714,0.022461,-0.992676,-0.004150,191
14:15:42.334 -> 38814,0.029297,-1.003784,-0.009766,174
14:15:42.362 -> 38914,0.031250,-1.009277,0.037964,137
14:15:42.395 -> 39014,0.010254,-1.029785,0.014282,135
14:15:42.495 -> 39114,0.016846,-1.013428,0.028687,177
14:15:42.594 -> 39214,0.020142,-1.016479,0.007080,128
14:15:42.694 -> 39314,0.030762,-1.026245,0.019409,176
14:15:42.794 -> 39414,0.026978,-1.019775,0.003540,119
14:15:42.891 -> 39514,0.025879,-1.024414,-0.010864,99
14:15:42.991 -> 39614,0.041260,-1.008667,-0.011475,131
14:15:43.090 -> 39714,0.032837,-1.031372,0.030273,115
14:15:43.190 -> 39814,-0.000244,-0.994629,0.000122,142
14:15:43.291 -> 39914,0.015747,-0.992798,-0.007568,129
14:15:43.388 -> 40014,0.015015,-1.008667,0.007690,136
14:15:43.488 -> 40114,0.012695,-0.987549,-0.001221,124
14:15:43.587 -> 40214,0.018921,-1.008057,-0.008667,103
14:15:43.687 -> 40314,0.020752,-1.018311,-0.017212,122
14:15:43.784 -> 40414,0.023804,-1.012573,0.002686,112
14:15:43.883 -> 40514,0.012207,-1.012695,0.037476,124
14:15:43.981 -> 40614,0.015991,-1.017334,-0.008179,139
14:15:44.078 -> 40714,0.016113,-1.005493,0.013062,94
14:15:44.178 -> 40814,0.026855,-1.026489,-0.010864,122
14:15:44.309 -> 40914,0.019531,-1.014038,0.004028,121
14:15:44.407 -> 41014,0.030518,-1.015747,0.019409,121
14:15:44.505 -> 41114,0.019409,-1.026123,0.025635,114
14:15:44.604 -> 41214,0.006592,-1.014038,0.018433,112
14:15:44.704 -> 41314,0.011475,-1.016357,-0.010620,156
14:15:44.803 -> 41414,0.030518,-1.029297,0.006592,122
14:15:44.902 -> 41514,0.032593,-0.988770,-0.011963,147
14:15:45.001 -> 41614,0.021118,-1.040161,0.007080,198
14:15:45.100 -> 41714,0.028687,-1.000244,0.011841,135
14:15:45.199 -> 41814,0.036377,-1.029907,-0.010498,135
14:15:45.298 -> 41914,0.025269,-1.018066,0.008545,131
14:15:45.397 -> 42014,0.012817,-1.013184,0.004272,134
14:15:45.495 -> 42114,0.023682,-1.024048,0.015015,150
14:15:45.595 -> 42214,0.023926,-0.999268,-0.027832,129
14:15:45.695 -> 42314,0.006470,-1.042969,0.011597,126
14:15:45.792 -> 42414,0.017578,-1.000244,0.011475,125
14:15:45.891 -> 42514,0.029175,-1.009399,0.016479,132
14:15:45.991 -> 42614,0.011475,-1.034790,-0.005615,139
14:15:46.089 -> 42714,0.012573,-1.013672,0.009888,118
14:15:46.188 -> 42814,0.030884,-1.018433,0.009399,162
14:15:46.288 -> 42914,0.044556,-1.012207,0.028320,143
14:15:46.387 -> 43014,0.039307,-1.045044,0.017700,145
14:15:46.484 -> 43114,-0.003540,-1.014648,0.001953,186
14:15:46.584 -> 43214,0.035522,-1.008789,-0.001465,138
14:15:46.684 -> 43314,0.025513,-1.042847,-0.005371,118
14:15:46.780 -> 43414,0.014893,-0.989014,-0.005127,113
14:15:46.878 -> 43514,0.023926,-1.043823,-0.007812,144
14:15:46.978 -> 43614,0.011963,-1.035767,0.006226,191
14:15:47.110 -> 43714,0.021484,-1.022461,0.012451,141
14:15:47.209 -> 43814,0.010986,-1.005737,0.004761,147
14:15:47.307 -> 43914,0.030518,-1.008667,0.008423,138
14:15:47.407 -> 44014,0.022461,-1.017578,0.020264,112
14:15:47.505 -> 44114,0.009888,-1.018066,-0.007324,109
14:15:47.605 -> 44214,0.018555,-1.016113,0.017456,147
14:15:47.704 -> 44314,0.028198,-1.011963,0.000000,148
14:15:47.803 -> 44414,0.007202,-0.986694,-0.012939,131
14:15:47.902 -> 44514,0.023926,-1.030396,-0.010376,181
14:15:48.000 -> 44614,0.014648,-1.018066,-0.005005,130
14:15:48.100 -> 44714,0.028564,-1.028687,-0.025879,131
14:15:48.199 -> 44814,0.032104,-1.029297,-0.037964,138
14:15:48.298 -> 44914,0.017334,-1.034790,0.005493,131
14:15:48.398 -> 45014,0.014771,-1.022217,-0.012329,136
14:15:48.496 -> 45114,0.039429,-1.030273,0.006836,129
14:15:48.595 -> 45214,0.000854,-1.017456,0.011719,123
14:15:48.695 -> 45314,0.027710,-1.017700,0.024536,129
14:15:48.793 -> 45414,0.033325,-1.032593,-0.023315,144
14:15:48.893 -> 45514,0.034912,-1.013672,0.004028,122
14:15:48.991 -> 45614,0.017212,-1.025635,0.012085,127
14:15:49.089 -> 45714,0.034546,-1.002930,0.014282,129
14:15:49.189 -> 45814,0.017578,-1.005005,0.005249,112
14:15:49.287 -> 45914,0.019409,-1.021973,0.029175,122
14:15:49.386 -> 46014,0.015015,-1.028198,0.001099,123
14:15:49.485 -> 46114,0.026611,-1.021362,-0.005493,112
14:15:49.585 -> 46214,0.029175,-1.000732,-0.000366,161
14:15:49.683 -> 46314,0.027588,-1.016724,-0.000732,138
14:15:49.782 -> 46414,0.008057,-1.029297,0.033447,146
14:15:49.881 -> 46514,0.016479,-1.015747,0.017822,149
14:15:49.980 -> 46614,0.010864,-1.017456,0.002686,131
14:15:50.078 -> 46714,0.065674,-0.999146,0.010132,155
14:15:50.177 -> 46814,0.034912,-1.031250,-0.020386,169
14:15:50.308 -> 46914,0.021973,-1.017334,-0.009033,148
14:15:50.408 -> 47014,0.020020,-1.015137,0.011963,114
14:15:50.506 -> 47114,0.019165,-0.999512,-0.005249,102
14:15:50.605 -> 47214,0.019897,-1.053101,0.031250,126
14:15:50.705 -> 47314,0.021362,-1.011230,-0.003418,134
14:15:50.804 -> 47414,0.026245,-1.006348,0.019409,147
14:15:50.903 -> 47514,0.013428,-1.004272,0.000977,147
14:15:51.003 -> 47614,0.017456,-1.044922,-0.005615,195
14:15:51.102 -> 47714,0.041870,-1.005981,0.005371,120
14:15:51.201 -> 47814,0.012573,-1.050537,-0.006714,142
14:15:51.299 -> 47914,0.016724,-0.994751,0.014771,176
14:15:51.399 -> 48014,0.042603,-1.032593,0.004272,119
14:15:51.498 -> 48114,0.023193,-1.024292,0.024414,124
14:15:51.597 -> 48214,0.026489,-1.009155,0.012573,143
14:15:51.696 -> 48314,0.022583,-1.006714,0.002319,137
14:15:51.795 -> 48414,0.005371,-0.987061,-0.007202,145
14:15:51.893 -> 48514,0.008057,-1.000977,-0.007080,121
14:15:51.993 -> 48614,0.023560,-1.015625,0.004761,45
14:15:52.093 -> 48714,0.022705,-1.013550,0.003906,5
14:15:52.191 -> 48814,0.021240,-1.013794,0.004517,2
14:15:52.290 -> 48914,0.021362,-1.013428,0.005493,5
14:15:52.390 -> 49014,0.021851,-1.013550,0.004639,4
14:15:52.488 -> 49114,0.020996,-1.014282,0.005371,7
14:15:52.588 -> 49214,0.021606,-1.013428,0.004395,7
14:15:52.687 -> 49314,0.021729,-1.013916,0.005371,12
14:15:52.786 -> 49414,0.020508,-1.013428,0.004395,3
14:15:52.885 -> 49514,0.021118,-1.014038,0.003906,2
14:15:52.983 -> 49614,0.021851,-1.014038,0.005127,5
14:15:53.081 -> 49714,0.020508,-1.014160,0.004272,1
14:15:53.179 -> 49814,0.021729,-1.014038,0.005249,6
14:15:53.277 -> 49914,0.020874,-1.013916,0.004883,3
14:15:53.409 -> 50014,0.021973,-1.013062,0.004395,6
14:15:53.508 -> 50114,0.020874,-1.014160,0.004883,9
14:15:53.607 -> 50214,0.021973,-1.013916,0.004761,16
14:15:53.706 -> 50314,0.021973,-1.013916,0.004639,22
14:15:53.806 -> 50414,0.022095,-1.014404,0.004150,37
14:15:53.905 -> 50514,0.021729,-1.013184,0.004395,30
14:15:54.003 -> 50614,0.021973,-1.013916,0.004272,22
14:15:54.103 -> 50714,0.021973,-1.013672,0.005737,33
14:15:54.201 -> 50814,0.020752,-1.014160,0.004272,7
14:15:54.301 -> 50914,0.021851,-1.014038,0.004272,10
14:15:54.399 -> 51014,0.022705,-1.013672,0.004883,25
14:15:54.499 -> 51114,0.022217,-1.013428,0.005859,22
14:15:54.598 -> 51214,0.022583,-1.013794,0.006104,24
14:15:54.697 -> 51314,0.017334,-1.014771,0.000977,18
14:15:54.796 -> 51414,0.028564,-1.013916,0.020142,15
14:15:54.895 -> 51514,0.026978,-1.011963,0.003418,15
14:15:54.995 -> 51614,0.020020,-1.014038,0.004883,4
14:15:55.094 -> 51714,0.021973,-1.013916,0.003906,2
14:15:55.194 -> 51814,0.020630,-1.013916,0.003906,4
14:15:55.294 -> 51914,0.021973,-1.014282,0.004272,17
14:15:55.394 -> 52014,0.021484,-1.013916,0.004272,12
14:15:55.494 -> 52114,0.022217,-1.013062,0.005737,12
14:15:55.594 -> 52214,0.021362,-1.014038,0.004883,4
14:15:55.694 -> 52314,0.021484,-1.013428,0.004639,9
14:15:55.793 -> 52414,0.021851,-1.014038,0.005005,7
14:15:55.891 -> 52514,0.020996,-1.013306,0.004517,4
14:15:55.991 -> 52614,0.021606,-1.013672,0.004028,2
14:15:56.090 -> 52714,0.021851,-1.014282,0.004517,3
14:15:56.189 -> 52814,0.022095,-1.014038,0.005127,9
14:15:56.288 -> 52914,0.022095,-1.013794,0.004517,1
14:15:56.387 -> 53014,0.021606,-1.014160,0.005005,5
14:15:56.485 -> 53114,0.021973,-1.012939,0.004883,7
14:15:56.585 -> 53214,0.020996,-1.013428,0.004028,1
14:15:56.683 -> 53314,0.018188,-1.014526,0.004517,13
14:15:56.782 -> 53414,0.023438,-1.014526,0.002075,2
14:15:56.881 -> 53514,0.022339,-1.010010,0.001465,74
14:15:56.980 -> 53614,0.021606,-1.007080,0.017822,68
14:15:57.078 -> 53714,0.021240,-1.013550,0.000000,41
14:15:57.209 -> 53814,0.041260,-1.016602,0.018921,88
14:15:57.308 -> 53914,0.016113,-1.013428,0.005249,12
14:15:57.407 -> 54014,0.022583,-1.013184,0.005249,3
14:15:57.503 -> 54114,0.020874,-1.013672,0.004028,4
14:15:57.603 -> 54214,0.021973,-1.013672,0.004517,3
14:15:57.702 -> 54314,0.021606,-1.014038,0.005249,2
14:15:57.801 -> 54414,0.021362,-1.014038,0.004395,3
14:15:57.902 -> 54514,0.021973,-1.013672,0.005005,3
14:15:58.000 -> 54614,0.021851,-1.013062,0.004761,14
14:15:58.099 -> 54714,0.021362,-1.013916,0.004272,22
14:15:58.198 -> 54814,0.021729,-1.014771,0.004517,7
14:15:58.296 -> 54914,0.021729,-1.013916,0.005371,12
14:15:58.396 -> 55014,0.021729,-1.013672,0.005005,7
14:15:58.494 -> 55114,0.021851,-1.013184,0.004272,17
14:15:58.593 -> 55214,0.021484,-1.013550,0.004517,7
14:15:58.691 -> 55314,0.021362,-1.013184,0.004395,4
14:15:58.791 -> 55414,0.021729,-1.013550,0.005737,4
14:15:58.890 -> 55514,0.020996,-1.013794,0.004272,3
14:15:58.990 -> 55614,0.021240,-1.015259,0.003418,6
14:15:59.089 -> 55714,0.020996,-1.013672,0.004395,5
14:15:59.188 -> 55814,0.021484,-1.014160,0.004517,6
14:15:59.286 -> 55914,0.021484,-1.013550,0.004028,7
14:15:59.384 -> 56014,0.021973,-1.014404,0.004028,11
14:15:59.483 -> 56114,0.021362,-1.013794,0.004150,15
14:15:59.581 -> 56214,0.023071,-1.013306,0.004639,165
14:15:59.680 -> 56314,0.022339,-1.013794,0.003052,30
14:15:59.777 -> 56414,0.018677,-1.014771,0.003296,134
14:15:59.908 -> 56514,0.026123,-1.016602,0.006714,23
14:16:00.008 -> 56614,0.020752,-1.013916,0.003906,67
14:16:00.107 -> 56714,0.020752,-1.013916,0.004150,11
14:16:00.204 -> 56814,0.020630,-1.013672,0.005493,2
14:16:00.303 -> 56914,0.023193,-1.012817,0.003296,75
14:16:00.403 -> 57014,0.020996,-1.013428,0.004639,12
14:16:00.502 -> 57114,0.022705,-1.013672,0.004883,6
14:16:00.600 -> 57214,0.022705,-1.013062,0.004761,38
14:16:00.700 -> 57314,0.020996,-1.013916,0.004883,5
14:16:00.798 -> 57414,0.020996,-1.014282,0.005127,11
14:16:00.897 -> 57514,0.021484,-1.013550,0.003906,5
14:16:00.996 -> 57614,0.021606,-1.013184,0.002930,12
14:16:01.094 -> 57714,0.022461,-1.014282,0.004272,3
14:16:01.193 -> 57814,0.020508,-1.013550,0.005737,4
14:16:01.293 -> 57914,0.022705,-1.014038,0.005127,7
14:16:01.392 -> 58014,0.020874,-1.014282,0.004272,6
14:16:01.490 -> 58114,0.021973,-1.013916,0.004028,12
14:16:01.588 -> 58214,0.020020,-1.013794,0.005371,15
14:16:01.687 -> 58314,0.020874,-1.013306,0.005005,4
14:16:01.785 -> 58414,0.021118,-1.013794,0.003540,3
14:16:01.884 -> 58514,0.022217,-1.013672,0.002930,4
14:16:01.983 -> 58614,0.021973,-1.013916,0.004028,8
14:16:02.082 -> 58714,0.022095,-1.013550,0.004761,8
14:16:02.181 -> 58814,0.022827,-1.013916,0.003662,9
14:16:02.280 -> 58914,0.021729,-1.013672,0.004028,8
14:16:02.377 -> 59014,0.021362,-1.013184,0.005005,6
14:16:02.509 -> 59114,0.021362,-1.013916,0.005615,3
14:16:02.607 -> 59214,0.021606,-1.014038,0.004272,6
14:16:02.707 -> 59314,0.022217,-1.014038,0.004028,4
14:16:02.805 -> 59414,0.020874,-1.014038,0.005005,9
14:16:02.904 -> 59514,0.021973,-1.013550,0.004150,13
14:16:03.004 -> 59614,0.021118,-1.013428,0.004150,6
14:16:03.103 -> 59714,0.021606,-1.013550,0.004883,5
14:16:03.201 -> 59814,0.020508,-1.014160,0.004395,5
14:16:03.300 -> 59914,0.020508,-1.013550,0.003540,3
14:16:03.400 -> 60014,0.020752,-1.014038,0.004395,4
14:16:03.497 -> 60114,0.019409,-1.017578,0.003784,75
14:16:03.596 -> 60214,0.024536,-1.015015,0.002808,11
14:16:03.696 -> 60314,0.019531,-1.013184,0.004517,5
14:16:03.794 -> 60414,0.019165,-1.009766,0.001099,124
14:16:03.893 -> 60514,0.015747,-1.016724,0.000366,12
14:16:03.992 -> 60614,0.026978,-1.013916,0.008057,32
14:16:04.092 -> 60714,0.018433,-1.013062,0.005127,8
14:16:04.191 -> 60814,0.022949,-1.013916,0.009155,16
14:16:04.290 -> 60914,0.022949,-1.014282,0.006592,54
14:16:04.389 -> 61014,0.017700,-1.014038,0.001221,190
14:16:04.487 -> 61114,0.036011,-0.995728,-0.002930,54
14:16:04.584 -> 61214,0.023193,-1.020264,0.018677,489
14:16:04.683 -> 61314,0.015259,-1.013062,0.005127,52
14:16:04.782 -> 61414,0.023682,-1.013550,0.005737,10
14:16:04.880 -> 61514,0.021240,-1.013428,0.004517,9
14:16:04.977 -> 61614,0.020752,-1.013916,0.004883,6
14:16:05.109 -> 61714,0.021851,-1.014160,0.004517,7
14:16:05.208 -> 61814,0.021362,-1.014282,0.004395,6
14:16:05.307 -> 61914,0.022339,-1.013916,0.004639,4
14:16:05.407 -> 62014,0.021606,-1.013672,0.004639,3
14:16:05.505 -> 62114,0.017456,-1.022461,-0.003906,161
14:16:05.602 -> 62214,0.025635,-1.013306,-0.000488,89
14:16:05.700 -> 62314,0.021240,-1.013794,0.004028,15
14:16:05.799 -> 62414,0.020996,-1.015015,0.004517,2
14:16:05.898 -> 62514,0.021240,-1.013428,0.004272,3
14:16:05.998 -> 62614,0.021118,-1.013672,0.005371,5
14:16:06.097 -> 62714,0.021851,-1.013794,0.004761,4
14:16:06.196 -> 62814,0.027344,-1.025024,0.014160,49
14:16:06.293 -> 62914,0.031128,-1.027466,0.032349,101
14:16:06.392 -> 63014,0.031494,-0.977905,-0.016235,253
14:16:06.490 -> 63114,0.132935,-1.119751,-0.180420,28
14:16:06.588 -> 63214,0.035767,-1.018066,-0.012695,55
14:16:06.687 -> 63314,0.021851,-1.011108,0.013062,12
14:16:06.785 -> 63414,0.045776,-1.010498,0.006592,68
14:16:06.884 -> 63514,0.028198,-1.010376,0.014648,22
14:16:06.981 -> 63614,0.064453,-1.022949,-0.072266,133
14:16:07.079 -> 63714,0.030518,-1.010742,0.015259,13
14:16:07.177 -> 63814,0.022583,-1.009644,0.012085,9
14:16:07.308 -> 63914,0.021484,-1.017578,0.017212,7
14:16:07.408 -> 64014,0.017944,-1.009521,0.009644,15
14:16:07.508 -> 64114,0.018799,-1.012939,0.005127,13
14:16:07.607 -> 64214,0.022705,-1.012939,0.005737,4
14:16:07.706 -> 64314,0.021729,-1.013184,0.005371,5
14:16:07.805 -> 64414,0.021973,-1.013428,0.003906,12
14:16:07.904 -> 64514,0.021851,-1.014526,0.004517,9
14:16:08.003 -> 64614,0.020752,-1.013672,0.003662,8
14:16:08.102 -> 64714,0.022095,-1.012939,0.003540,50
14:16:08.201 -> 64814,0.020996,-1.013062,0.004395,7
14:16:08.299 -> 64914,0.021362,-1.013794,0.004761,17
14:16:08.398 -> 65014,0.021729,-1.013672,0.004028,56
14:16:08.498 -> 65114,0.020996,-1.013794,0.003906,11
14:16:08.596 -> 65214,0.022339,-1.013306,0.004517,4
14:16:08.695 -> 65314,0.020874,-1.013916,0.004883,2
14:16:08.794 -> 65414,0.020630,-1.013672,0.004028,3
14:16:08.894 -> 65514,0.020996,-1.013794,0.004517,1
14:16:08.993 -> 65614,0.020996,-1.013550,0.005005,2
14:16:09.091 -> 65714,0.021484,-1.013428,0.004272,22
14:16:09.190 -> 65814,0.022095,-1.014038,0.004395,13
