09:07:20.768 -> timestamp,accel_x,accel_y,accel_z,sound_level
14:17:22.496 -> 139114,0.041382,-1.013916,-0.000854,36
14:17:22.595 -> 139214,0.022461,-1.011719,0.002441,43
14:17:22.694 -> 139314,0.020874,-1.013428,0.004883,52
14:17:22.793 -> 139414,0.021729,-1.013184,0.004150,43
14:17:22.891 -> 139514,0.021606,-1.013916,0.005371,51
14:17:22.990 -> 139614,0.021240,-1.014038,0.003784,37
14:17:23.089 -> 139714,0.022217,-1.023560,0.010864,67
14:17:23.188 -> 139814,0.020142,-1.013672,0.005249,34
14:17:23.286 -> 139914,0.020142,-1.013550,0.003906,34
14:17:23.386 -> 140014,0.021973,-1.013428,0.005737,34
14:17:23.484 -> 140114,0.019653,-1.014648,0.004395,33
14:17:23.583 -> 140214,0.016357,-1.028931,0.008179,95
14:17:23.681 -> 140314,0.021240,-1.014282,0.003296,37
14:17:23.779 -> 140414,0.020874,-1.013184,0.003662,36
14:17:23.876 -> 140514,0.021240,-1.012939,0.005371,30
14:17:23.974 -> 140614,0.020630,-1.014404,0.003906,33
14:17:24.105 -> 140714,0.021362,-0.975952,0.009888,140
14:17:24.204 -> 140814,0.019897,-1.013428,0.003784,33
14:17:24.304 -> 140914,0.021118,-1.014160,0.005371,33
14:17:24.402 -> 141014,0.021484,-1.013916,0.005371,33
14:17:24.502 -> 141114,0.020386,-1.013916,0.003540,32
14:17:24.602 -> 141214,-0.001099,-1.015381,0.031494,56
14:17:24.700 -> 141314,0.021240,-1.013062,0.006104,31
14:17:24.798 -> 141414,0.021240,-1.014648,0.004639,34
14:17:24.898 -> 141514,0.020630,-1.014648,0.004395,47
14:17:24.997 -> 141614,0.019653,-1.013550,0.004517,26
14:17:25.096 -> 141714,0.000854,-1.142578,0.026001,43
14:17:25.195 -> 141814,0.025879,-1.012207,-0.000732,43
14:17:25.294 -> 141914,0.021362,-1.014282,0.004272,27
14:17:25.393 -> 142014,0.020752,-1.014526,0.004150,43
14:17:25.493 -> 142114,0.020630,-1.014038,0.003662,32
14:17:25.592 -> 142214,0.021240,-1.017578,0.004272,25
14:17:25.691 -> 142314,0.024170,-1.020630,0.008057,54
14:17:25.790 -> 142414,0.020874,-1.013306,0.005127,21
14:17:25.888 -> 142514,0.021362,-1.012695,0.004395,31
14:17:25.988 -> 142614,0.020386,-1.013428,0.004272,30
14:17:26.088 -> 142714,0.021484,-1.013184,0.005127,26
14:17:26.186 -> 142814,0.011108,-1.036255,0.014771,90
14:17:26.286 -> 142914,0.020630,-1.012817,0.004150,35
14:17:26.385 -> 143014,0.020264,-1.013306,0.004883,38
14:17:26.483 -> 143114,0.020508,-1.013672,0.003540,29
14:17:26.581 -> 143214,0.021484,-1.013550,0.004639,29
14:17:26.679 -> 143314,0.006714,-1.006226,-0.017944,149
14:17:26.778 -> 143414,0.020508,-1.011841,0.002930,27
14:17:26.876 -> 143514,0.021118,-1.013306,0.003906,30
14:17:26.974 -> 143614,0.019897,-1.013672,0.005371,29
14:17:27.106 -> 143714,0.020264,-1.013672,0.005493,24
14:17:27.206 -> 143814,0.016113,-1.008301,0.000000,35
14:17:27.307 -> 143914,0.020752,-1.009277,0.002686,27
14:17:27.404 -> 144014,0.021240,-1.013184,0.005127,23
14:17:27.504 -> 144114,0.020264,-1.014648,0.003784,22
14:17:27.602 -> 144214,0.021362,-1.013672,0.003906,25
14:17:27.702 -> 144314,0.040161,-1.001831,-0.003662,24
14:17:27.801 -> 144414,0.022339,-1.012451,0.002197,44
14:17:27.900 -> 144514,0.022095,-1.014282,0.003052,37
14:17:27.999 -> 144614,0.020508,-1.013550,0.004028,20
14:17:28.098 -> 144714,0.021606,-1.013794,0.004883,22
14:17:28.198 -> 144814,0.020508,-1.013794,0.003662,29
14:17:28.296 -> 144914,0.022095,-1.025269,0.010132,57
14:17:28.396 -> 145014,0.020630,-1.014526,0.004883,33
14:17:28.495 -> 145114,0.021240,-1.013428,0.003540,24
14:17:28.593 -> 145214,0.021606,-1.014160,0.004883,17
14:17:28.693 -> 145314,0.021118,-1.014893,0.005127,30
14:17:28.792 -> 145414,0.016113,-1.029663,0.009888,94
14:17:28.890 -> 145514,0.022095,-1.013306,0.004150,39
14:17:28.989 -> 145614,0.021240,-1.013916,0.003662,30
14:17:29.089 -> 145714,0.020996,-1.014648,0.004395,29
14:17:29.188 -> 145814,0.020508,-1.013916,0.004150,29
14:17:29.287 -> 145914,0.022095,-0.972046,0.006226,138
14:17:29.386 -> 146014,0.019653,-1.013916,0.003052,27
14:17:29.486 -> 146114,0.020630,-1.013550,0.002930,24
14:17:29.585 -> 146214,0.019897,-1.013428,0.005371,19
14:17:29.683 -> 146314,0.021240,-1.013306,0.004395,22
14:17:29.782 -> 146414,-0.002930,-1.018188,0.034058,56
14:17:29.880 -> 146514,0.020264,-1.013306,0.005127,29
14:17:29.980 -> 146614,0.021484,-1.014648,0.004395,20
14:17:30.079 -> 146714,0.020142,-1.014160,0.003418,24
14:17:30.178 -> 146814,0.020630,-1.013184,0.003906,24
14:17:30.276 -> 146914,0.001221,-1.146118,0.026001,20
14:17:30.374 -> 147014,0.023560,-1.012207,-0.000366,44
14:17:30.506 -> 147114,0.021484,-1.014648,0.004028,19
14:17:30.604 -> 147214,0.020264,-1.013184,0.004883,27
14:17:30.704 -> 147314,0.021362,-1.014038,0.002563,19
14:17:30.803 -> 147414,0.021240,-1.017090,0.004272,29
14:17:30.902 -> 147514,0.022461,-1.019531,0.008423,53
14:17:31.001 -> 147614,0.020508,-1.014038,0.005005,21
14:17:31.100 -> 147714,0.020142,-1.013672,0.004272,18
14:17:31.198 -> 147814,0.021240,-1.015381,0.004150,26
14:17:31.294 -> 147914,0.020996,-1.013550,0.005371,23
14:17:31.394 -> 148014,0.011719,-1.034912,0.015625,81
14:17:31.493 -> 148114,0.020508,-1.012207,0.005371,23
14:17:31.592 -> 148214,0.020142,-1.012573,0.004395,20
14:17:31.689 -> 148314,0.020996,-1.013794,0.004395,33
14:17:31.788 -> 148414,0.019897,-1.014282,0.004150,22
14:17:31.888 -> 148514,0.006470,-1.010620,-0.015869,146
14:17:31.987 -> 148614,0.020508,-1.010620,0.003174,22
14:17:32.086 -> 148714,0.019897,-1.013062,0.004517,23
14:17:32.185 -> 148814,0.020508,-1.013794,0.004639,16
14:17:32.284 -> 148914,0.020508,-1.013550,0.005127,21
14:17:32.382 -> 149014,0.015747,-1.004639,-0.007080,35
14:17:32.481 -> 149114,0.020508,-1.009277,0.003296,30
14:17:32.579 -> 149214,0.021240,-1.013916,0.004639,27
14:17:32.677 -> 149314,0.020874,-1.014282,0.004150,26
14:17:32.775 -> 149414,0.020264,-1.014038,0.004028,20
14:17:32.874 -> 149514,0.042603,-0.994263,-0.003174,32
14:17:33.005 -> 149614,0.021484,-1.011597,0.002563,28
14:17:33.105 -> 149714,0.021240,-1.014771,0.003418,35
14:17:33.202 -> 149814,0.021118,-1.013794,0.003296,34
14:17:33.302 -> 149914,0.020508,-1.013428,0.004517,19
14:17:33.400 -> 150014,0.021362,-1.013794,0.003784,29
14:17:33.500 -> 150114,0.022095,-1.025269,0.012207,58
14:17:33.599 -> 150214,0.020752,-1.013672,0.004395,25
14:17:33.699 -> 150314,0.020020,-1.014038,0.003662,31
14:17:33.797 -> 150414,0.020020,-1.013916,0.004639,33
14:17:33.896 -> 150514,0.020020,-1.014160,0.003052,22
14:17:33.996 -> 150614,0.016113,-1.030029,0.010742,93
14:17:34.094 -> 150714,0.021362,-1.013550,0.003052,24
14:17:34.194 -> 150814,0.020142,-1.013916,0.004150,26
14:17:34.294 -> 150914,0.020630,-1.013184,0.004517,29
14:17:34.393 -> 151014,0.020752,-1.014038,0.004883,24
14:17:34.491 -> 151114,0.018555,-0.974121,0.004517,136
14:17:34.590 -> 151214,0.020508,-1.012939,0.003906,32
14:17:34.688 -> 151314,0.020508,-1.014893,0.003784,34
14:17:34.786 -> 151414,0.020142,-1.013550,0.004028,21
14:17:34.884 -> 151514,0.020386,-1.014282,0.004517,20
14:17:34.982 -> 151614,-0.001953,-1.016968,0.031372,55
14:17:35.080 -> 151714,0.019897,-1.013550,0.005615,31
14:17:35.178 -> 151814,0.021729,-1.013916,0.005127,28
14:17:35.276 -> 151914,0.019653,-1.014404,0.003662,19
14:17:35.374 -> 152014,0.020386,-1.014282,0.004150,20
14:17:35.505 -> 152114,0.003052,-1.153076,0.026001,18
14:17:35.603 -> 152214,0.025757,-1.012085,-0.000732,31
14:17:35.702 -> 152314,0.021484,-1.013794,0.004639,13
14:17:35.801 -> 152414,0.021118,-1.013062,0.004028,12
14:17:35.900 -> 152514,0.021484,-1.012817,0.005981,77
14:17:35.999 -> 152614,0.021240,-1.016846,0.005127,15
14:17:36.098 -> 152714,0.025757,-1.020142,0.007202,48
14:17:36.196 -> 152814,0.021118,-1.013306,0.004517,15
14:17:36.295 -> 152914,0.020142,-1.013672,0.004761,21
14:17:36.394 -> 153014,0.021118,-1.013184,0.004517,23
14:17:36.493 -> 153114,0.020508,-1.014526,0.004639,19
14:17:36.592 -> 153214,0.007446,-1.036011,0.017700,75
14:17:36.692 -> 153314,0.021729,-1.012207,0.004395,20
14:17:36.792 -> 153414,0.020386,-1.013184,0.005127,19
14:17:36.892 -> 153514,0.020752,-1.013794,0.003418,15
14:17:36.989 -> 153614,0.020020,-1.013916,0.005249,16
14:17:37.089 -> 153714,0.008057,-1.008911,-0.014771,141
14:17:37.188 -> 153814,0.021118,-1.009644,0.002441,19
14:17:37.287 -> 153914,0.020142,-1.013306,0.004517,11
14:17:37.386 -> 154014,0.020264,-1.013672,0.003784,14
14:17:37.485 -> 154114,0.021240,-1.013550,0.004639,11
14:17:37.584 -> 154214,0.022339,-1.007812,-0.002808,31
14:17:37.683 -> 154314,0.020142,-1.009277,0.002686,10
14:17:37.781 -> 154414,0.021484,-1.013672,0.003052,15
14:17:37.881 -> 154514,0.020386,-1.015625,0.006348,15
14:17:37.979 -> 154614,0.020996,-1.013672,0.003906,20
14:17:38.078 -> 154714,0.037109,-0.992920,-0.004395,15
14:17:38.176 -> 154814,0.022095,-1.012939,0.003540,27
14:17:38.273 -> 154914,0.020874,-1.014404,0.003174,14
14:17:38.373 -> 155014,0.021118,-1.013672,0.003784,14
14:17:38.505 -> 155114,0.020386,-1.014771,0.005127,12
14:17:38.603 -> 155214,0.020996,-1.013794,0.003296,14
14:17:38.703 -> 155314,0.020874,-1.025513,0.012939,50
14:17:38.802 -> 155414,0.021484,-1.013672,0.004761,16
14:17:38.902 -> 155514,0.020752,-1.013672,0.004272,14
14:17:39.001 -> 155614,0.020142,-1.013794,0.004517,13
14:17:39.101 -> 155714,0.020752,-1.013306,0.004883,13
14:17:39.200 -> 155814,0.015503,-1.030273,0.009766,90
14:17:39.299 -> 155914,0.021606,-1.014282,0.004395,19
14:17:39.398 -> 156014,0.020630,-1.013916,0.003906,15
14:17:39.496 -> 156114,0.021973,-1.013306,0.003540,11
14:17:39.595 -> 156214,0.020264,-1.013794,0.004517,19
14:17:39.695 -> 156314,0.018188,-0.975098,0.005859,133
14:17:39.795 -> 156414,0.020264,-1.013550,0.003906,20
14:17:39.894 -> 156514,0.019897,-1.013916,0.004395,12
14:17:39.994 -> 156614,0.020142,-1.014038,0.004395,18
14:17:40.093 -> 156714,0.020264,-1.013428,0.003784,24
14:17:40.192 -> 156814,-0.002808,-1.017456,0.033325,60
14:17:40.289 -> 156914,0.018921,-1.012085,0.005981,19
14:17:40.389 -> 157014,0.020264,-1.014526,0.004028,12
14:17:40.489 -> 157114,0.020874,-1.014038,0.003052,14
14:17:40.587 -> 157214,0.020630,-1.014282,0.004272,17
14:17:40.684 -> 157314,0.008667,-1.138184,0.023560,15
14:17:40.783 -> 157414,0.024292,-1.012939,-0.001343,38
14:17:40.881 -> 157514,0.020752,-1.013916,0.004028,18
14:17:40.980 -> 157614,0.020874,-1.013306,0.004395,15
14:17:41.078 -> 157714,0.020508,-1.012817,0.005005,14
14:17:41.177 -> 157814,0.021118,-1.017456,0.003418,16
14:17:41.276 -> 157914,0.023926,-1.018921,0.006348,51
14:17:41.373 -> 158014,0.020996,-1.013794,0.005005,17
14:17:41.505 -> 158114,0.019897,-1.013794,0.003418,13
14:17:41.604 -> 158214,0.020264,-1.013428,0.003418,13
14:17:41.703 -> 158314,0.020386,-1.013184,0.004395,15
14:17:41.803 -> 158414,0.012573,-1.037598,0.017090,70
14:17:41.903 -> 158514,0.020996,-1.011597,0.004517,21
14:17:42.003 -> 158614,0.021851,-1.015015,0.004150,18
14:17:42.102 -> 158714,0.020996,-1.013672,0.003784,17
14:17:42.201 -> 158814,0.021606,-1.013184,0.003296,15
14:17:42.300 -> 158914,0.006470,-1.013306,-0.010986,137
14:17:42.399 -> 159014,0.021362,-1.010254,0.001099,16
14:17:42.498 -> 159114,0.020386,-1.013184,0.005249,25
14:17:42.598 -> 159214,0.021118,-1.013306,0.004883,13
14:17:42.697 -> 159314,0.021362,-1.013794,0.005005,15
14:17:42.796 -> 159414,0.018799,-1.003052,-0.010498,34
14:17:42.895 -> 159514,0.020996,-1.009033,0.003174,17
14:17:42.995 -> 159614,0.021118,-1.014038,0.004272,19
14:17:43.094 -> 159714,0.021118,-1.013550,0.004028,22
14:17:43.193 -> 159814,0.020386,-1.014038,0.004395,12
14:17:43.293 -> 159914,0.043945,-0.983521,-0.003052,15
14:17:43.391 -> 160014,0.021851,-1.013062,0.003906,21
14:17:43.491 -> 160114,0.021484,-1.013916,0.005249,12
14:17:43.591 -> 160214,0.020752,-1.013062,0.003906,14
14:17:43.691 -> 160314,0.020386,-1.013306,0.004028,15
14:17:43.790 -> 160414,0.019775,-1.014038,0.004272,16
14:17:43.889 -> 160514,0.021729,-1.025146,0.013184,52
14:17:43.988 -> 160614,0.019897,-1.013428,0.004761,14
14:17:44.086 -> 160714,0.020630,-1.013672,0.003784,13
14:17:44.185 -> 160814,0.020386,-1.013062,0.004395,13
14:17:44.284 -> 160914,0.020874,-1.013428,0.004883,15
14:17:44.382 -> 161014,0.015259,-1.029419,0.011719,93
14:17:44.482 -> 161114,0.021729,-1.014160,0.003784,18
14:17:44.580 -> 161214,0.021118,-1.013306,0.004761,14
14:17:44.679 -> 161314,0.020752,-1.013550,0.004395,19
14:17:44.778 -> 161414,0.020996,-1.013428,0.005127,21
14:17:44.876 -> 161514,0.019409,-0.974243,-0.000122,135
14:17:44.973 -> 161614,0.020386,-1.014771,0.004517,19
14:17:45.105 -> 161714,0.020996,-1.014526,0.003906,17
14:17:45.204 -> 161814,0.020020,-1.013428,0.004150,25
14:17:45.303 -> 161914,0.020752,-1.013672,0.003540,16
14:17:45.402 -> 162014,-0.006958,-1.019409,0.031738,55
14:17:45.499 -> 162114,0.020386,-1.013550,0.006226,14
14:17:45.598 -> 162214,0.020874,-1.014404,0.005371,14
14:17:45.697 -> 162314,0.020874,-1.014038,0.004150,22
14:17:45.796 -> 162414,0.020630,-1.013672,0.004639,13
14:17:45.896 -> 162514,0.013672,-1.128418,0.023193,12
14:17:45.995 -> 162614,0.024658,-1.012085,-0.002075,28
14:17:46.094 -> 162714,0.019775,-1.014282,0.003540,16
14:17:46.193 -> 162814,0.020752,-1.013550,0.004639,18
14:17:46.293 -> 162914,0.020874,-1.013794,0.004639,16
14:17:46.392 -> 163014,0.020386,-1.015747,0.004028,13
14:17:46.490 -> 163114,0.023682,-1.017334,0.003418,49
14:17:46.590 -> 163214,0.021606,-1.012939,0.004517,24
14:17:46.689 -> 163314,0.020264,-1.013062,0.003784,18
14:17:46.788 -> 163414,0.020508,-1.013672,0.004272,14
14:17:46.886 -> 163514,0.020142,-1.014038,0.004395,17
14:17:46.986 -> 163614,0.012085,-1.037842,0.016235,79
14:17:47.085 -> 163714,0.021606,-1.011841,0.004517,28
14:17:47.184 -> 163814,0.019775,-1.013550,0.003418,19
14:17:47.283 -> 163914,0.020752,-1.013794,0.005127,18
14:17:47.382 -> 164014,0.019897,-1.014038,0.004150,17
14:17:47.480 -> 164114,0.005249,-1.020996,-0.014404,144
14:17:47.578 -> 164214,0.019897,-1.011353,0.001465,19
14:17:47.677 -> 164314,0.020996,-1.014648,0.003906,22
14:17:47.775 -> 164414,0.020142,-1.013672,0.004395,17
14:17:47.873 -> 164514,0.020752,-1.013916,0.003662,14
14:17:48.003 -> 164614,0.026855,-0.991821,-0.019409,34
14:17:48.103 -> 164714,0.019043,-1.008301,0.003174,20
14:17:48.203 -> 164814,0.020386,-1.014282,0.003418,18
14:17:48.302 -> 164914,0.020508,-1.013794,0.004028,12
14:17:48.401 -> 165014,0.020874,-1.013794,0.003418,17
14:17:48.500 -> 165114,0.039185,-0.967163,-0.005371,17
14:17:48.599 -> 165214,0.021118,-1.012695,0.001343,22
14:17:48.698 -> 165314,0.019409,-1.013916,0.004150,15
14:17:48.797 -> 165414,0.020142,-1.013672,0.003906,14
14:17:48.896 -> 165514,0.021240,-1.014282,0.003784,30
14:17:48.994 -> 165614,0.020508,-1.013550,0.004639,19
14:17:49.093 -> 165714,0.024536,-1.025513,0.012207,52
14:17:49.191 -> 165814,0.019531,-1.014038,0.003784,20
14:17:49.291 -> 165914,0.020630,-1.012939,0.003784,18
14:17:49.390 -> 166014,0.020264,-1.014282,0.004761,20
14:17:49.489 -> 166114,0.021118,-1.013306,0.003540,15
14:17:49.587 -> 166214,0.013184,-1.032349,0.012817,96
14:17:49.687 -> 166314,0.020996,-1.012451,0.003296,21
14:17:49.786 -> 166414,0.020508,-1.013062,0.004272,15
14:17:49.885 -> 166514,0.021729,-1.013306,0.004517,20
14:17:49.983 -> 166614,0.020508,-1.013672,0.004395,15
14:17:50.081 -> 166714,0.012939,-0.980347,0.001343,133
14:17:50.179 -> 166814,0.022705,-1.015991,0.003418,21
14:17:50.278 -> 166914,0.020630,-1.014038,0.003540,15
14:17:50.377 -> 167014,0.020142,-1.013916,0.005005,16
14:17:50.475 -> 167114,0.019897,-1.012939,0.004517,19
14:17:50.604 -> 167214,-0.003906,-1.017822,0.029053,59
14:17:50.703 -> 167314,0.020874,-1.014526,0.007690,16
14:17:50.802 -> 167414,0.021118,-1.014282,0.004883,16
14:17:50.901 -> 167514,0.020020,-1.013672,0.002686,17
14:17:51.000 -> 167614,0.020630,-1.013550,0.004150,15
14:17:51.099 -> 167714,0.020752,-1.100952,0.020508,19
14:17:51.198 -> 167814,0.022827,-1.010254,-0.002075,37
14:17:51.296 -> 167914,0.021484,-1.014038,0.003296,25
14:17:51.395 -> 168014,0.020508,-1.012817,0.005127,16
14:17:51.494 -> 168114,0.020630,-1.014038,0.004272,21
14:17:51.592 -> 168214,0.021729,-1.014526,0.004150,19
14:17:51.690 -> 168314,0.025757,-1.015747,0.002808,58
14:17:51.788 -> 168414,0.021973,-1.013550,0.005127,21
14:17:51.888 -> 168514,0.020630,-1.012939,0.004028,16
14:17:51.986 -> 168614,0.020996,-1.014160,0.004761,19
14:17:52.085 -> 168714,0.020996,-1.013794,0.004272,16
14:17:52.184 -> 168814,0.013428,-1.039551,0.018921,81
14:17:52.283 -> 168914,0.021362,-1.013184,0.004883,17
14:17:52.380 -> 169014,0.020996,-1.013672,0.003784,23
14:17:52.480 -> 169114,0.019897,-1.014160,0.003662,16
14:17:52.577 -> 169214,0.022095,-1.013184,0.004883,15
14:17:52.674 -> 169314,0.008057,-1.027100,-0.012329,147
14:17:52.772 -> 169414,0.021118,-1.011475,0.001221,20
14:17:52.873 -> 169514,0.021118,-1.013916,0.004517,23
14:17:52.973 -> 169614,0.020630,-1.013550,0.004395,16
14:17:53.106 -> 169714,0.019897,-1.013794,0.004150,23
14:17:53.203 -> 169814,0.034912,-0.976318,-0.026611,33
14:17:53.303 -> 169914,0.018799,-1.008423,0.004517,19
14:17:53.402 -> 170014,0.020508,-1.014160,0.004517,18
14:17:53.500 -> 170114,0.020264,-1.013794,0.004883,17
14:17:53.599 -> 170214,0.020142,-1.013794,0.004028,14
14:17:53.699 -> 170314,0.027466,-0.960571,-0.005859,20
14:17:53.797 -> 170414,0.021606,-1.012207,0.000854,23
14:17:53.897 -> 170514,0.019531,-1.014282,0.004517,14
14:17:53.996 -> 170614,0.020264,-1.013306,0.004028,22
14:17:54.095 -> 170714,0.021240,-1.013794,0.005615,19
14:17:54.194 -> 170814,0.020264,-1.013550,0.004761,15
14:17:54.294 -> 170914,0.023193,-1.024048,0.013062,56
14:17:54.393 -> 171014,0.020508,-1.013550,0.004517,20
14:17:54.493 -> 171114,0.020386,-1.014404,0.003784,22
14:17:54.592 -> 171214,0.020874,-1.013672,0.004517,20
14:17:54.691 -> 171314,0.020386,-1.013428,0.004517,15
14:17:54.790 -> 171414,0.013794,-1.032349,0.008789,100
14:17:54.889 -> 171514,0.021851,-1.012085,0.003784,18
14:17:54.987 -> 171614,0.020142,-1.013672,0.005005,21
14:17:55.086 -> 171714,0.020630,-1.013672,0.003296,14
14:17:55.186 -> 171814,0.019043,-1.013428,0.003540,10
14:17:55.285 -> 171914,0.007080,-0.987915,-0.000610,97
14:17:55.384 -> 172014,0.020752,-1.012207,0.002197,14
14:17:55.483 -> 172114,0.021484,-1.013428,0.003174,10
14:17:55.582 -> 172214,0.021118,-1.013794,0.005371,13
14:17:55.679 -> 172314,0.020508,-1.013306,0.004517,9
14:17:55.777 -> 172414,0.005371,-1.017700,0.020386,54
14:17:55.876 -> 172514,0.019897,-1.012817,0.003052,17
14:17:55.973 -> 172614,0.022339,-1.013428,0.004639,12
14:17:56.073 -> 172714,0.020996,-1.013428,0.004028,9
14:17:56.205 -> 172814,0.020508,-1.013672,0.004517,10
14:17:56.304 -> 172914,0.027222,-1.073486,0.015137,10
14:17:56.404 -> 173014,0.023804,-1.010986,0.006958,28
14:17:56.503 -> 173114,0.021606,-1.014404,0.004272,13
14:17:56.602 -> 173214,0.019897,-1.012817,0.004639,13
14:17:56.701 -> 173314,0.020508,-1.014160,0.004028,15
14:17:56.800 -> 173414,0.021484,-1.010010,0.003784,9
14:17:56.898 -> 173514,0.024780,-1.015747,0.003540,72
14:17:56.998 -> 173614,0.021118,-1.013672,0.004883,13
14:17:57.097 -> 173714,0.020142,-1.013550,0.004639,14
14:17:57.196 -> 173814,0.020386,-1.014404,0.005005,10
14:17:57.295 -> 173914,0.020142,-1.013794,0.004517,11
14:17:57.394 -> 174014,0.014282,-1.035278,0.022827,88
14:17:57.492 -> 174114,0.020874,-1.012329,0.004272,15
14:17:57.592 -> 174214,0.020874,-1.014526,0.003418,14
14:17:57.690 -> 174314,0.019897,-1.014038,0.005005,14
14:17:57.790 -> 174414,0.020630,-1.013672,0.004395,9
14:17:57.889 -> 174514,0.012695,-1.031494,-0.004883,144
14:17:57.988 -> 174614,0.019897,-1.010864,0.002808,14
14:17:58.087 -> 174714,0.020508,-1.014282,0.004761,14
14:17:58.187 -> 174814,0.020630,-1.013550,0.004028,10
14:17:58.286 -> 174914,0.021973,-1.013550,0.005493,15
14:17:58.385 -> 175014,0.049316,-0.953125,-0.036255,31
14:17:58.483 -> 175114,0.017334,-1.010010,0.005859,22
14:17:58.582 -> 175214,0.020508,-1.014771,0.004395,13
14:17:58.682 -> 175314,0.020264,-1.013184,0.004639,11
14:17:58.781 -> 175414,0.019531,-1.013550,0.004028,12
14:17:58.880 -> 175514,0.010986,-0.957153,-0.004272,16
14:17:58.980 -> 175614,0.022339,-1.012939,0.001465,24
14:17:59.080 -> 175714,0.020020,-1.014893,0.003784,15
14:17:59.180 -> 175814,0.020508,-1.014160,0.004150,10
14:17:59.279 -> 175914,0.020020,-1.013794,0.004150,16
14:17:59.377 -> 176014,0.020142,-1.013184,0.004395,11
14:17:59.475 -> 176114,0.023438,-1.023193,0.010254,50
14:17:59.574 -> 176214,0.021484,-1.013916,0.005371,14
14:17:59.705 -> 176314,0.020142,-1.013306,0.004517,14
14:17:59.804 -> 176414,0.020264,-1.014038,0.004517,15
14:17:59.903 -> 176514,0.020874,-1.013916,0.005615,10
14:18:00.002 -> 176614,0.013306,-1.033936,0.012329,99
14:18:00.101 -> 176714,0.021362,-1.012207,0.003296,15
14:18:00.200 -> 176814,0.019165,-1.013184,0.003296,11
14:18:00.298 -> 176914,0.020996,-1.014160,0.004395,14
14:18:00.397 -> 177014,0.020996,-1.013306,0.004395,13
14:18:00.496 -> 177114,0.006104,-0.990723,-0.005615,97
14:18:00.594 -> 177214,0.020386,-1.010742,0.002930,16
14:18:00.693 -> 177314,0.020996,-1.013794,0.003418,8
14:18:00.792 -> 177414,0.020386,-1.013306,0.004272,9
14:18:00.889 -> 177514,0.021240,-1.013672,0.004639,11
14:18:00.989 -> 177614,0.006836,-1.012817,0.009399,54
14:18:01.088 -> 177714,0.021240,-1.012085,0.004761,17
14:18:01.186 -> 177814,0.020874,-1.014038,0.006104,13
14:18:01.286 -> 177914,0.020020,-1.013550,0.005005,14
14:18:01.385 -> 178014,0.021240,-1.014038,0.004395,12
14:18:01.484 -> 178114,0.029541,-1.053711,0.011841,18
14:18:01.583 -> 178214,0.020264,-1.013428,0.005005,29
14:18:01.681 -> 178314,0.020630,-1.013672,0.004028,13
14:18:01.780 -> 178414,0.020996,-1.013794,0.005005,18
14:18:01.880 -> 178514,0.020630,-1.013306,0.005127,10
14:18:01.979 -> 178614,0.021118,-1.014648,0.004028,11
14:18:02.078 -> 178714,0.022339,-1.018799,0.008301,62
14:18:02.176 -> 178814,0.020386,-1.014038,0.004761,14
14:18:02.273 -> 178914,0.019897,-1.012939,0.003662,12
14:18:02.372 -> 179014,0.021118,-1.013794,0.003906,14
14:18:02.504 -> 179114,0.020386,-1.013550,0.004517,12
14:18:02.602 -> 179214,0.015259,-1.033325,0.003174,79
14:18:02.700 -> 179314,0.020630,-1.012695,0.004883,16
14:18:02.799 -> 179414,0.021484,-1.013916,0.003906,16
14:18:02.899 -> 179514,0.020630,-1.013428,0.004150,12
14:18:02.999 -> 179614,0.020020,-1.014526,0.003418,10
14:18:03.098 -> 179714,0.014160,-1.035156,0.001099,150
14:18:03.197 -> 179814,0.020630,-1.011841,0.002563,15
14:18:03.296 -> 179914,0.020630,-1.014282,0.003540,10
14:18:03.396 -> 180014,0.019897,-1.014282,0.005127,11
14:18:03.494 -> 180114,0.020508,-1.013184,0.004639,12
14:18:03.594 -> 180214,0.052246,-0.950317,-0.039795,29
14:18:03.693 -> 180314,0.018677,-1.009766,0.005249,18
14:18:03.792 -> 180414,0.020630,-1.014771,0.004395,12
14:18:03.892 -> 180514,0.020508,-1.013306,0.004395,10
14:18:03.990 -> 180614,0.020752,-1.014526,0.005127,13
14:18:04.089 -> 180714,0.009399,-0.955444,-0.001343,11
14:18:04.187 -> 180814,0.022827,-1.013428,0.001465,23
14:18:04.286 -> 180914,0.019287,-1.014038,0.004272,14
14:18:04.385 -> 181014,0.019775,-1.013916,0.003174,12
14:18:04.484 -> 181114,0.020508,-1.014038,0.003784,13
14:18:04.583 -> 181214,0.020264,-1.013794,0.003418,15
14:18:04.682 -> 181314,0.022705,-1.024414,0.011230,52
14:18:04.782 -> 181414,0.020386,-1.013306,0.005737,17
14:18:04.881 -> 181514,0.023315,-1.013184,0.004395,16
14:18:04.980 -> 181614,0.020996,-1.012817,0.005249,10
14:18:05.078 -> 181714,0.019409,-1.014282,0.004272,13
14:18:05.178 -> 181814,0.013062,-1.037109,0.014160,89
14:18:05.276 -> 181914,0.020752,-1.011597,0.003784,16
14:18:05.374 -> 182014,0.020996,-1.013428,0.005371,10
14:18:05.473 -> 182114,0.019897,-1.013550,0.004639,12
14:18:05.572 -> 182214,0.020508,-1.013306,0.004639,12
14:18:05.705 -> 182314,0.003906,-0.993286,-0.004272,97
14:18:05.804 -> 182414,0.020020,-1.011841,0.002930,19
14:18:05.903 -> 182514,0.020630,-1.013672,0.004395,12
